batch,complete,p_guard_passed,median_dcor,low_p_value_count,null_like,warnings,exceptions
0,True,True,0.05600618004697745,1,True,,
1,True,True,0.06401958448027588,0,False,,
2,True,True,0.05569422658073967,0,True,,
3,True,True,0.0593236392862803,1,False,,
4,True,True,0.059527035790001806,2,False,,
5,True,True,0.054523693416550494,0,True,,
6,True,True,0.055186781696787625,1,True,,
7,True,True,0.05954823226160384,1,False,,
8,True,True,0.056721259138285005,1,True,,
9,True,True,0.05541970270677436,0,True,,
10,True,True,0.05471657631492049,0,True,,
11,True,True,0.05188669740687231,0,True,,
12,True,True,0.05284565273214034,0,True,,
13,True,True,0.06504928859924777,1,False,,
14,True,True,0.05583083447322264,2,True,,
15,True,True,0.06308128042998068,2,False,,
16,True,True,0.05281462379652439,0,True,,
17,True,True,0.05103864652208939,1,True,,
18,True,True,0.05071614413637822,0,True,,
19,True,True,0.057172194962765,1,True,,
20,True,True,0.04908135996751116,1,True,,
21,True,True,0.05551527972308214,1,True,,
22,True,True,0.05127354284703947,1,True,,
23,True,True,0.06117082615942143,1,False,,
24,True,True,0.048383148646360036,1,True,,
25,True,False,0.07175549571544501,4,False,,
26,True,True,0.06394076805183158,1,False,,
27,True,True,0.06243226800393133,1,False,,
28,True,True,0.058757558654259766,0,False,,
29,True,True,0.05677921384215164,1,True,,
30,True,True,0.048654505364613854,0,True,,
31,True,True,0.05062510996531325,0,True,,
32,True,True,0.06167122884452224,1,False,,
33,True,True,0.05420177372188313,0,True,,
34,True,True,0.053416222885318415,1,True,,
35,True,True,0.06396490194405222,1,False,,
36,True,False,0.06063217861216063,3,False,,
37,True,True,0.047492544922995615,1,True,,
38,True,True,0.04996423506238685,1,True,,
39,True,True,0.05386834988987156,1,True,,
40,True,True,0.053049684834775644,0,True,,
41,True,True,0.050955920932364215,1,True,,
42,True,True,0.05488532634333515,2,True,,
43,True,True,0.05316115975280842,1,True,,
44,True,True,0.053504399336752044,0,True,,
45,True,True,0.054910627411857094,1,True,,
46,True,True,0.058970961968254104,1,False,,
47,True,True,0.05368859709332349,0,True,,
48,True,True,0.05693329533206403,2,True,,
49,True,True,0.05032389487089517,1,True,,
50,True,True,0.046165851920901925,1,True,,
51,True,True,0.05698789417979821,2,True,,
52,True,True,0.06504406184670228,1,False,,
53,True,True,0.053853127090826965,0,True,,
54,True,True,0.0639315579738095,1,False,,
55,True,True,0.05612393423076817,0,True,,
56,True,True,0.060483239744431316,2,False,,
57,True,False,0.05846411487890356,3,False,,
58,True,True,0.04936043981207905,0,True,,
59,True,True,0.05539263097309472,1,True,,
60,True,True,0.05430645186849163,0,True,,
61,True,True,0.05195503218751251,0,True,,
62,True,True,0.05720656327157618,1,True,,
63,True,True,0.05742554180652713,0,True,,
64,True,True,0.05655012828057766,0,True,,
65,True,True,0.05095481214255969,1,True,,
66,True,True,0.04922154664894543,0,True,,
67,True,True,0.05247903443021359,0,True,,
68,True,True,0.05807023342466117,1,True,,
69,True,True,0.05352191549276243,1,True,,
70,True,True,0.06140159734487991,0,False,,
71,True,True,0.06412618459038308,1,False,,
72,True,True,0.06355164680487682,2,False,,
73,True,True,0.053860448061044,0,True,,
74,True,True,0.06037469424732084,0,False,,
75,True,True,0.056110384042415334,0,True,,
76,True,True,0.05751642478623824,0,True,,
77,True,True,0.05124740069999072,0,True,,
78,True,True,0.05484265331830418,1,True,,
79,True,True,0.050796869925477606,0,True,,
80,True,True,0.055976248823875106,1,True,,
81,True,True,0.06269774924718477,0,False,,
82,True,False,0.05710286281959624,3,False,,
83,True,True,0.05547879847304655,1,True,,
84,True,True,0.05155231683495622,1,True,,
85,True,True,0.05365057713364356,1,True,,
86,True,True,0.049953032958353696,2,True,,
87,True,True,0.05438980357579397,1,True,,
88,True,True,0.0650339550691787,1,False,,
89,True,True,0.056596932550009596,1,True,,
90,True,True,0.05574960143975363,0,True,,
91,True,True,0.054908600326230406,0,True,,
92,True,True,0.0507909082584973,1,True,,
93,True,True,0.057682514785811406,0,True,,
94,True,True,0.055887886571475504,0,True,,
95,True,True,0.056432274448343665,0,True,,
96,True,True,0.05438736620198863,2,True,,
97,True,True,0.056832788096802804,0,True,,
98,True,True,0.050759864662658985,1,True,,
99,True,True,0.053357992631446596,2,True,,
