batch,complete,p_guard_passed,median_dcor,low_p_value_count,null_like,warnings,exceptions
0,True,True,0.05392612800834723,0,True,,
1,True,True,0.05195177954225541,1,True,,
2,True,True,0.05098851882482758,0,True,,
3,True,True,0.05899068596207774,2,False,,
4,True,True,0.05176303396846353,0,True,,
5,True,True,0.058322357659546825,1,False,,
6,True,True,0.054454805843776946,0,True,,
7,True,True,0.0505759510181553,0,True,,
8,True,True,0.04894684503419345,0,True,,
9,True,True,0.05449548282059336,1,True,,
10,True,True,0.05247030428940619,0,True,,
11,True,True,0.053096560068960574,1,True,,
12,True,True,0.055986359803707454,2,True,,
13,True,True,0.04890757690581719,0,True,,
14,True,True,0.04812576557864544,0,True,,
15,True,True,0.060402418924449364,1,False,,
16,True,True,0.048252297305847736,0,True,,
17,True,True,0.055253073810425476,0,True,,
18,True,True,0.046423612386056565,0,True,,
19,True,True,0.05412127411507702,0,True,,
20,True,True,0.048285208224352345,0,True,,
21,True,True,0.054817842505372125,0,True,,
22,True,True,0.057774170179298236,0,True,,
23,True,False,0.05414107241613372,3,False,,
24,True,True,0.052488288255082866,1,True,,
25,True,True,0.05491807470196629,1,True,,
26,True,True,0.0529687509715019,1,True,,
27,True,True,0.056620008042074864,0,True,,
28,True,True,0.052363495082078285,2,True,,
29,True,True,0.0509630697593228,0,True,,
30,True,True,0.04603245884514609,0,True,,
31,True,True,0.05207838159972973,2,True,,
32,True,True,0.050830361520404606,0,True,,
33,True,True,0.05060082049480073,0,True,,
34,True,True,0.050137356738382446,0,True,,
35,True,True,0.05438348032950732,1,True,,
36,True,True,0.05138207742106275,0,True,,
37,True,True,0.05224355608229232,0,True,,
38,True,True,0.04807453315579188,0,True,,
39,True,True,0.05077027117116546,0,True,,
40,True,True,0.047045463758748865,1,True,,
41,True,True,0.05136169928369074,0,True,,
42,True,True,0.04895723275605694,1,True,,
43,True,True,0.057228591315724366,1,True,,
44,True,True,0.06167541403319278,2,False,,
45,True,True,0.05701148697658147,1,True,,
46,True,True,0.05353713063845056,1,True,,
47,True,True,0.05782465151746853,1,True,,
48,True,True,0.05618022510256794,2,True,,
49,True,True,0.04805678499109983,1,True,,
50,True,True,0.058178519325837084,0,True,,
51,True,True,0.05034706101679599,1,True,,
52,True,True,0.05503757063276407,0,True,,
53,True,True,0.05559906736711612,0,True,,
54,True,True,0.05056350065081088,0,True,,
55,True,True,0.0604330988024888,1,False,,
56,True,True,0.05080120827620884,1,True,,
57,True,True,0.04795432405460493,0,True,,
58,True,True,0.05143814603925739,0,True,,
59,True,True,0.05262926212412383,0,True,,
60,True,True,0.05072035761001515,0,True,,
61,True,True,0.0517664974750222,0,True,,
62,True,True,0.05751327355714281,0,True,,
63,True,True,0.059852228715768174,0,False,,
64,True,True,0.04893246973355651,0,True,,
65,True,True,0.05597060887774723,1,True,,
66,True,True,0.05093290416558634,0,True,,
67,True,True,0.050149398553687684,1,True,,
68,True,True,0.04499716353628985,0,True,,
69,True,True,0.054040901653275714,0,True,,
70,True,True,0.052470458894538385,0,True,,
71,True,True,0.051433773442840086,0,True,,
72,True,True,0.05422057290662005,1,True,,
73,True,True,0.05040463216908721,0,True,,
74,True,True,0.061055282688970716,1,False,,
75,True,True,0.0530825956993141,0,True,,
76,True,True,0.055899788733761835,2,True,,
77,True,True,0.047540147328599104,1,True,,
78,True,True,0.05659697185471119,0,True,,
79,True,True,0.051323124902796786,0,True,,
80,True,True,0.052804670528172865,1,True,,
81,True,True,0.04843703824411734,0,True,,
82,True,True,0.06014726731804143,1,False,,
83,True,True,0.050182519196444106,0,True,,
84,True,True,0.04755183732745676,0,True,,
85,True,True,0.05494082889201042,0,True,,
86,True,True,0.05560218855606208,2,True,,
87,True,True,0.051541099221806774,0,True,,
88,True,True,0.06327454906697919,1,False,,
89,True,True,0.04566455129852548,0,True,,
90,True,True,0.054575762914036485,1,True,,
91,True,True,0.04839240231414979,0,True,,
92,True,True,0.05530195371015767,2,True,,
93,True,True,0.05077448238404046,0,True,,
94,True,True,0.05396115581960874,0,True,,
95,True,True,0.05506555703477738,1,True,,
96,True,True,0.05184283697981384,1,True,,
97,True,True,0.04551887913825195,0,True,,
98,True,True,0.05407969731348072,2,True,,
99,True,True,0.05156507783093145,0,True,,
