batch,complete,median_dcor,low_p_value_count,detected,warnings,exceptions
0,True,0.44634407600583326,10,True,,
1,True,0.4437574316511547,10,True,,
2,True,0.4584353825053735,10,True,,
3,True,0.4652707100469162,10,True,,
4,True,0.4601816625955249,10,True,,
5,True,0.4453918809554699,10,True,,
6,True,0.46199106461353223,10,True,,
7,True,0.4598706851336767,10,True,,
8,True,0.4743763751840562,10,True,,
9,True,0.4610361834811052,10,True,,
10,True,0.4664788570706364,10,True,,
11,True,0.4558644025434081,10,True,,
12,True,0.4580030415219418,10,True,,
13,True,0.46019865076726957,10,True,,
14,True,0.4710156006133338,10,True,,
15,True,0.4604447550616534,10,True,,
16,True,0.4504766714652594,10,True,,
17,True,0.45747465466304266,10,True,,
18,True,0.4498515949068067,10,True,,
19,True,0.4519161029487263,10,True,,
20,True,0.4607483485815633,10,True,,
21,True,0.44570675508488067,10,True,,
22,True,0.44269671430224333,10,True,,
23,True,0.47282402357803044,10,True,,
24,True,0.4467855471840041,10,True,,
25,True,0.44831174971950993,10,True,,
26,True,0.45749915706870103,10,True,,
27,True,0.4657722333645061,10,True,,
28,True,0.4689077992259786,10,True,,
29,True,0.4559867767282276,10,True,,
30,True,0.46524991763803575,10,True,,
31,True,0.44845206546880045,10,True,,
32,True,0.45284092718609614,10,True,,
33,True,0.45136199420266476,10,True,,
34,True,0.4536091323278925,10,True,,
35,True,0.4540487751208743,10,True,,
36,True,0.46807756018932273,10,True,,
37,True,0.44999308269511223,10,True,,
38,True,0.45070770910825836,10,True,,
39,True,0.45521155672926644,10,True,,
40,True,0.4664533723312698,10,True,,
41,True,0.4313268399070792,10,True,,
42,True,0.4595292139414854,10,True,,
43,True,0.44643192208345894,10,True,,
44,True,0.44871819198009416,10,True,,
45,True,0.45299726138686625,10,True,,
46,True,0.45642145528986927,10,True,,
47,True,0.45541261134748745,10,True,,
48,True,0.45166631346148994,10,True,,
49,True,0.4602211389956451,10,True,,
50,True,0.4654369205263438,10,True,,
51,True,0.46783362473878287,10,True,,
52,True,0.4527054887892614,10,True,,
53,True,0.4653579572009542,10,True,,
54,True,0.46118789921042536,10,True,,
55,True,0.44927502635558825,10,True,,
56,True,0.44930298459860574,10,True,,
57,True,0.43846066913748205,10,True,,
58,True,0.44610385913460676,10,True,,
59,True,0.46757827020149,10,True,,
60,True,0.44542274948735905,10,True,,
61,True,0.45890472700270524,10,True,,
62,True,0.45818360886382065,10,True,,
63,True,0.4676020528515854,10,True,,
64,True,0.44910085848498404,10,True,,
65,True,0.45779175971867136,10,True,,
66,True,0.4595814245645247,10,True,,
67,True,0.4446716918113317,10,True,,
68,True,0.46391434142110244,10,True,,
69,True,0.4408530249528969,10,True,,
70,True,0.4595333725421257,10,True,,
71,True,0.44245575075819077,10,True,,
72,True,0.4476470114215869,10,True,,
73,True,0.4568337252529279,10,True,,
74,True,0.46333247666534955,10,True,,
75,True,0.4569236648755851,10,True,,
76,True,0.44483599266004265,10,True,,
77,True,0.4520219550504134,10,True,,
78,True,0.45458199406957794,10,True,,
79,True,0.45882267759379924,10,True,,
80,True,0.4631939180066297,10,True,,
81,True,0.45918288879127994,10,True,,
82,True,0.44274473272796744,10,True,,
83,True,0.44735226900620717,10,True,,
84,True,0.4591428125986866,10,True,,
85,True,0.46139942620327395,10,True,,
86,True,0.46104879946388855,10,True,,
87,True,0.46695099408300866,10,True,,
88,True,0.4480174852743068,10,True,,
89,True,0.4467112480958494,10,True,,
90,True,0.4639840666921268,10,True,,
91,True,0.4501131125760892,10,True,,
92,True,0.4844535364427608,10,True,,
93,True,0.45878494504128775,10,True,,
94,True,0.4476967456949119,10,True,,
95,True,0.4734043128821047,10,True,,
96,True,0.4622692270331412,10,True,,
97,True,0.45740367948096594,10,True,,
98,True,0.46480645934926135,10,True,,
99,True,0.45771784041980923,10,True,,
