run_id,component,fixture_id,pair_role,expected_class,replication,observed_statistic,permutation_p_value,null_statistics_path,residual_sample_path,seed_namespace,fixture_seed,residual_seed,evaluation_seed,left_seed,right_seed,permutation_seed,elapsed_seconds,warnings,exception_text
reference-confirmation-20260820-001,fixture,F6,null-control,null-like,5,0.05399980569504596,0.42,fixtures/F6/replication-5/null-control-null-statistics.npy,fixtures/F6/replication-5/null-control-residual-sample.csv,reference-confirmation,2183336553789909402,14753851114749012648,10464389152246542130,,,6867686733215415909,2.068771899997955,,
reference-confirmation-20260820-001,fixture,F6,target,null-like,6,0.0658204308379749,0.115,fixtures/F6/replication-6/target-null-statistics.npy,fixtures/F6/replication-6/target-residual-sample.csv,reference-confirmation,14972101348181530209,15603543019750175804,954966828269449105,,,7779411504592963554,1.004627200003597,,
reference-confirmation-20260820-001,fixture,F6,null-control,null-like,6,0.050086748592093104,0.575,fixtures/F6/replication-6/null-control-null-statistics.npy,fixtures/F6/replication-6/null-control-residual-sample.csv,reference-confirmation,14972101348181530209,6687728269165683736,14931433105357592928,,,12764881371168041024,1.9574156000016956,,
reference-confirmation-20260820-001,fixture,F6,target,null-like,7,0.044440542243156106,0.835,fixtures/F6/replication-7/target-null-statistics.npy,fixtures/F6/replication-7/target-residual-sample.csv,reference-confirmation,10799790876682118302,12961986336458562201,3755136453647593049,,,1985297486632959394,0.9939850000009756,,
reference-confirmation-20260820-001,fixture,F6,null-control,null-like,7,0.047635270600463464,0.765,fixtures/F6/replication-7/null-control-null-statistics.npy,fixtures/F6/replication-7/null-control-residual-sample.csv,reference-confirmation,10799790876682118302,12005587939677879211,6136518035452481973,,,11985184489259447730,2.042519700000412,,
reference-confirmation-20260820-001,fixture,F6,target,null-like,8,0.03798837693631857,0.995,fixtures/F6/replication-8/target-null-statistics.npy,fixtures/F6/replication-8/target-residual-sample.csv,reference-confirmation,7361591223536548010,734426441866443779,2724571860343235009,,,14126449081629494283,1.0097976999968523,,
reference-confirmation-20260820-001,fixture,F6,null-control,null-like,8,0.05958547042016459,0.35,fixtures/F6/replication-8/null-control-null-statistics.npy,fixtures/F6/replication-8/null-control-residual-sample.csv,reference-confirmation,7361591223536548010,16566416869253450633,11980407432556341758,,,7972297273206393385,1.9659141000011005,,
reference-confirmation-20260820-001,fixture,F6,target,null-like,9,0.04654190049396407,0.72,fixtures/F6/replication-9/target-null-statistics.npy,fixtures/F6/replication-9/target-residual-sample.csv,reference-confirmation,16542955929050082062,17176761550685781449,4473686220013977052,,,12762762213252924706,1.0122648000033223,,
reference-confirmation-20260820-001,fixture,F6,null-control,null-like,9,0.046256175792163415,0.77,fixtures/F6/replication-9/null-control-null-statistics.npy,fixtures/F6/replication-9/null-control-residual-sample.csv,reference-confirmation,16542955929050082062,9164567921630551111,15697326902741268,,,10653920167489140388,2.0190451000016765,,
reference-confirmation-20260820-001,fixture,F7,target,non-null,0,0.30481693928162373,0.005,fixtures/F7/replication-0/target-null-statistics.npy,fixtures/F7/replication-0/target-residual-sample.csv,reference-confirmation,10949875103097884275,12352964763144909987,4677111950321826549,,,5064601126167815198,1.0338024999946356,,
reference-confirmation-20260820-001,fixture,F7,null-control,null-like,0,0.05170315500427346,0.585,fixtures/F7/replication-0/null-control-null-statistics.npy,fixtures/F7/replication-0/null-control-residual-sample.csv,reference-confirmation,10949875103097884275,1333968758006808590,3512141182724519417,,,13765909154016346435,1.9780134999964503,,
reference-confirmation-20260820-001,fixture,F7,target,non-null,1,0.2794225879261034,0.005,fixtures/F7/replication-1/target-null-statistics.npy,fixtures/F7/replication-1/target-residual-sample.csv,reference-confirmation,4564824281713300916,11128349691538264644,13478656521607796527,,,8725193126333666220,0.9975562999970862,,
reference-confirmation-20260820-001,fixture,F7,null-control,null-like,1,0.038506825786955044,0.99,fixtures/F7/replication-1/null-control-null-statistics.npy,fixtures/F7/replication-1/null-control-residual-sample.csv,reference-confirmation,4564824281713300916,17232336016476463405,17000249899946180911,,,14882510843882820709,1.9358911000017542,,
reference-confirmation-20260820-001,fixture,F7,target,non-null,2,0.30567159930121873,0.005,fixtures/F7/replication-2/target-null-statistics.npy,fixtures/F7/replication-2/target-residual-sample.csv,reference-confirmation,10263842218670608316,17614222162474600618,16727929770822708577,,,12778437302785956826,0.957368299998052,,
reference-confirmation-20260820-001,fixture,F7,null-control,null-like,2,0.06683975463188702,0.17,fixtures/F7/replication-2/null-control-null-statistics.npy,fixtures/F7/replication-2/null-control-residual-sample.csv,reference-confirmation,10263842218670608316,11511179708750298467,7542107487665948551,,,14099054425427330188,1.9056426999959513,,
reference-confirmation-20260820-001,fixture,F7,target,non-null,3,0.33488992300616927,0.005,fixtures/F7/replication-3/target-null-statistics.npy,fixtures/F7/replication-3/target-residual-sample.csv,reference-confirmation,6262700051382705900,12055142508203726266,12710020069289309404,,,8436576817544883499,0.957331300000078,,
reference-confirmation-20260820-001,fixture,F7,null-control,null-like,3,0.05844772139278773,0.255,fixtures/F7/replication-3/null-control-null-statistics.npy,fixtures/F7/replication-3/null-control-residual-sample.csv,reference-confirmation,6262700051382705900,13504587656642545480,15201352166900136282,,,1958497778352565578,1.908900000002177,,
reference-confirmation-20260820-001,fixture,F7,target,non-null,4,0.296881522717942,0.005,fixtures/F7/replication-4/target-null-statistics.npy,fixtures/F7/replication-4/target-residual-sample.csv,reference-confirmation,3322393734866184604,1718555779598110327,16103609866094544677,,,1311632047600436393,0.941517200000817,,
reference-confirmation-20260820-001,fixture,F7,null-control,null-like,4,0.07284881844124758,0.08,fixtures/F7/replication-4/null-control-null-statistics.npy,fixtures/F7/replication-4/null-control-residual-sample.csv,reference-confirmation,3322393734866184604,5228287505291322757,3360526400464484116,,,3732215348871506739,1.9101877000066452,,
reference-confirmation-20260820-001,fixture,F7,target,non-null,5,0.28244496260615154,0.005,fixtures/F7/replication-5/target-null-statistics.npy,fixtures/F7/replication-5/target-residual-sample.csv,reference-confirmation,18364948711604934305,10325097218582516430,11290052795931681430,,,9202265147501540580,1.0534769000005326,,
reference-confirmation-20260820-001,fixture,F7,null-control,null-like,5,0.04123764915958058,0.935,fixtures/F7/replication-5/null-control-null-statistics.npy,fixtures/F7/replication-5/null-control-residual-sample.csv,reference-confirmation,18364948711604934305,3131574699911152195,7445458219256816109,,,723759683142644969,1.9918040000047768,,
reference-confirmation-20260820-001,fixture,F7,target,non-null,6,0.2741875974638063,0.005,fixtures/F7/replication-6/target-null-statistics.npy,fixtures/F7/replication-6/target-residual-sample.csv,reference-confirmation,9679482657963246166,17521289773702651992,9956100719061075175,,,6050211527840796439,0.9535983000023407,,
reference-confirmation-20260820-001,fixture,F7,null-control,null-like,6,0.08503541560247573,0.04,fixtures/F7/replication-6/null-control-null-statistics.npy,fixtures/F7/replication-6/null-control-residual-sample.csv,reference-confirmation,9679482657963246166,10990038610780573966,3334325536311754321,,,11054852962169433032,1.9202728999953251,,
reference-confirmation-20260820-001,fixture,F7,target,non-null,7,0.28500161730182993,0.005,fixtures/F7/replication-7/target-null-statistics.npy,fixtures/F7/replication-7/target-residual-sample.csv,reference-confirmation,5229399890534933121,9038343676358736564,12929925900226844521,,,4699029100787432431,1.0767073999959393,,
reference-confirmation-20260820-001,fixture,F7,null-control,null-like,7,0.045550832567286856,0.835,fixtures/F7/replication-7/null-control-null-statistics.npy,fixtures/F7/replication-7/null-control-residual-sample.csv,reference-confirmation,5229399890534933121,17807249200317996653,13858855739638703284,,,16912739101948253866,2.1596491999953287,,
reference-confirmation-20260820-001,fixture,F7,target,non-null,8,0.2781087005218193,0.005,fixtures/F7/replication-8/target-null-statistics.npy,fixtures/F7/replication-8/target-residual-sample.csv,reference-confirmation,10512046654869463207,11783921701572123849,10209616707194517314,,,13612405159553242142,1.1190559000024223,,
reference-confirmation-20260820-001,fixture,F7,null-control,null-like,8,0.0781556877660781,0.065,fixtures/F7/replication-8/null-control-null-statistics.npy,fixtures/F7/replication-8/null-control-residual-sample.csv,reference-confirmation,10512046654869463207,9636491296899465291,625163493623971369,,,12293878527303425566,2.143802799997502,,
reference-confirmation-20260820-001,fixture,F7,target,non-null,9,0.29788122430028513,0.005,fixtures/F7/replication-9/target-null-statistics.npy,fixtures/F7/replication-9/target-residual-sample.csv,reference-confirmation,10211729048476230442,7394732006010793028,5593449952844830893,,,445118810179047568,0.977990300001693,,
reference-confirmation-20260820-001,fixture,F7,null-control,null-like,9,0.04934976741530827,0.725,fixtures/F7/replication-9/null-control-null-statistics.npy,fixtures/F7/replication-9/null-control-residual-sample.csv,reference-confirmation,10211729048476230442,5701915416147989312,5129111321946084214,,,16346121698439652245,1.9318383999998332,,
reference-confirmation-20260820-001,fixture,F8,target,non-null,0,0.4429215753552295,0.005,fixtures/F8/replication-0/target-null-statistics.npy,fixtures/F8/replication-0/target-residual-sample.csv,reference-confirmation,4876926516546102252,17457444676581612317,4031540275189004237,,,12874072056880356412,1.0803951999987476,,
reference-confirmation-20260820-001,fixture,F8,null-control,null-like,0,0.05742380251793485,0.365,fixtures/F8/replication-0/null-control-null-statistics.npy,fixtures/F8/replication-0/null-control-residual-sample.csv,reference-confirmation,4876926516546102252,13795469708765722342,14295706317784337694,,,3969217712013551362,2.1291259999998147,,
reference-confirmation-20260820-001,fixture,F8,target,non-null,1,0.4837631808941397,0.005,fixtures/F8/replication-1/target-null-statistics.npy,fixtures/F8/replication-1/target-residual-sample.csv,reference-confirmation,8176376335543683562,13894974844911116680,7364872908004845775,,,6725858766094804263,1.072572899996885,,
reference-confirmation-20260820-001,fixture,F8,null-control,null-like,1,0.05277262923362148,0.565,fixtures/F8/replication-1/null-control-null-statistics.npy,fixtures/F8/replication-1/null-control-residual-sample.csv,reference-confirmation,8176376335543683562,11761945694965128859,6369339205821640835,,,3451644348993871567,2.043587000000116,,
reference-confirmation-20260820-001,fixture,F8,target,non-null,2,0.47424130382221147,0.005,fixtures/F8/replication-2/target-null-statistics.npy,fixtures/F8/replication-2/target-residual-sample.csv,reference-confirmation,6532818764084685715,12220271261547947241,8087131933478821034,,,12922408708945569188,0.9520619999966584,,
reference-confirmation-20260820-001,fixture,F8,null-control,null-like,2,0.04992910688627869,0.58,fixtures/F8/replication-2/null-control-null-statistics.npy,fixtures/F8/replication-2/null-control-residual-sample.csv,reference-confirmation,6532818764084685715,16345603991618746325,7331768135682095642,,,7289112986691119718,1.9381259000001592,,
reference-confirmation-20260820-001,fixture,F8,target,non-null,3,0.4286501707441498,0.005,fixtures/F8/replication-3/target-null-statistics.npy,fixtures/F8/replication-3/target-residual-sample.csv,reference-confirmation,14517061892418204213,14104825448515300119,7042177603212216586,,,6479686915422116007,1.0400735999937751,,
reference-confirmation-20260820-001,fixture,F8,null-control,null-like,3,0.04614824782902228,0.79,fixtures/F8/replication-3/null-control-null-statistics.npy,fixtures/F8/replication-3/null-control-residual-sample.csv,reference-confirmation,14517061892418204213,393431118770608931,10692579601242906199,,,8143651878704291116,2.0404158999954234,,
reference-confirmation-20260820-001,fixture,F8,target,non-null,4,0.464954649739553,0.005,fixtures/F8/replication-4/target-null-statistics.npy,fixtures/F8/replication-4/target-residual-sample.csv,reference-confirmation,9519230632239049658,3761020389475639764,11847932901790111237,,,10198435320542712061,1.0088782000020728,,
reference-confirmation-20260820-001,fixture,F8,null-control,null-like,4,0.05633129842976157,0.42,fixtures/F8/replication-4/null-control-null-statistics.npy,fixtures/F8/replication-4/null-control-residual-sample.csv,reference-confirmation,9519230632239049658,1863795235702756755,10034334290606219655,,,12268739041242923666,2.101695800003654,,
reference-confirmation-20260820-001,fixture,F8,target,non-null,5,0.4207831563493989,0.005,fixtures/F8/replication-5/target-null-statistics.npy,fixtures/F8/replication-5/target-residual-sample.csv,reference-confirmation,14009376595264433158,11033602775182668876,6658209933483879858,,,9599423837831506665,1.097900300002948,,
reference-confirmation-20260820-001,fixture,F8,null-control,null-like,5,0.05534677837453181,0.405,fixtures/F8/replication-5/null-control-null-statistics.npy,fixtures/F8/replication-5/null-control-residual-sample.csv,reference-confirmation,14009376595264433158,6420291788621983780,3356946385438916690,,,2656064731399448959,2.2277708999972674,,
reference-confirmation-20260820-001,fixture,F8,target,non-null,6,0.4669419940446246,0.005,fixtures/F8/replication-6/target-null-statistics.npy,fixtures/F8/replication-6/target-residual-sample.csv,reference-confirmation,7827546157841819008,2590827457027171453,11901634070837611423,,,1631500722579853434,1.0965818999975454,,
reference-confirmation-20260820-001,fixture,F8,null-control,null-like,6,0.059908807759778276,0.28,fixtures/F8/replication-6/null-control-null-statistics.npy,fixtures/F8/replication-6/null-control-residual-sample.csv,reference-confirmation,7827546157841819008,8843319511215535611,5213822088435405590,,,3646350777533575710,2.039068899997801,,
reference-confirmation-20260820-001,fixture,F8,target,non-null,7,0.46971844571745985,0.005,fixtures/F8/replication-7/target-null-statistics.npy,fixtures/F8/replication-7/target-residual-sample.csv,reference-confirmation,17112088144090627267,11074793845451164067,17417171904835505136,,,9985732109182443418,0.9624111000011908,,
reference-confirmation-20260820-001,fixture,F8,null-control,null-like,7,0.04300910840344514,0.93,fixtures/F8/replication-7/null-control-null-statistics.npy,fixtures/F8/replication-7/null-control-residual-sample.csv,reference-confirmation,17112088144090627267,15923350573804405516,9246707352880519579,,,1689359140079744598,1.9196249000015086,,
reference-confirmation-20260820-001,fixture,F8,target,non-null,8,0.47630274655057875,0.005,fixtures/F8/replication-8/target-null-statistics.npy,fixtures/F8/replication-8/target-residual-sample.csv,reference-confirmation,14218089657295939546,66430012693664824,4075259884824472962,,,14662610912373710551,0.9505635000023176,,
reference-confirmation-20260820-001,fixture,F8,null-control,null-like,8,0.06176628044878647,0.245,fixtures/F8/replication-8/null-control-null-statistics.npy,fixtures/F8/replication-8/null-control-residual-sample.csv,reference-confirmation,14218089657295939546,6179513746611550034,2155088283532225014,,,240016731348185073,1.9040831000020262,,
reference-confirmation-20260820-001,fixture,F8,target,non-null,9,0.45038323794006296,0.005,fixtures/F8/replication-9/target-null-statistics.npy,fixtures/F8/replication-9/target-residual-sample.csv,reference-confirmation,15220675620664246499,9721825704121071974,2689616213531282733,,,1402831081716406085,0.967120100001921,,
reference-confirmation-20260820-001,fixture,F8,null-control,null-like,9,0.05269435042682079,0.56,fixtures/F8/replication-9/null-control-null-statistics.npy,fixtures/F8/replication-9/null-control-residual-sample.csv,reference-confirmation,15220675620664246499,10316541944198069953,12664262374551532914,,,8004039964644693816,1.9155110000065179,,
